ExceptionID,ProblemType,Severity,CustomerID,ProductID,RelatedDocument,EventDate,AmountExposure,Reason,RecommendedAction,OwnerRole
EX-OTIF-DLV000152,Late Or Short Delivery,High,C0036,P0023,DLV000152,2025-11-22,98203.1,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000110,ATP / Availability Issue,Medium,C0004,P0034,SO000110,2025-12-09,97914.74,ATP status Manual Review for requested date 2025-12-30,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000238,ATP / Availability Issue,High,C0002,P0011,SO000238,2025-12-19,97603.27,ATP status Shortage for requested date 2026-01-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000197,Late Or Short Delivery,High,C0002,P0011,DLV000197,2026-01-03,97603.27,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000013,ATP / Availability Issue,High,C0029,P0004,SO000013,2025-10-31,96037.32,ATP status Shortage for requested date 2025-11-15,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000013,Late Or Short Delivery,High,C0029,P0004,DLV000013,2025-12-05,96037.32,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000185,Late Or Short Delivery,High,C0052,P0011,DLV000185,2025-11-28,95817.6,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000008,ATP / Availability Issue,High,C0010,P0031,SO000008,2025-11-02,94274.4,ATP status Shortage for requested date 2025-11-16,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000008,Late Or Short Delivery,High,C0010,P0031,DLV000008,2025-12-30,94274.4,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000065,ATP / Availability Issue,Medium,C0006,P0023,SO000065,2026-03-20,93821.94,ATP status Manual Review for requested date 2026-05-01,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000054,Late Or Short Delivery,High,C0006,P0023,DLV000054,2026-05-21,93821.94,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000061,ATP / Availability Issue,Medium,C0032,P0034,SO000061,2025-11-08,93492.0,ATP status Partial for requested date 2025-12-05,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000050,Late Or Short Delivery,High,C0032,P0034,DLV000050,2026-01-01,93492.0,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000129,Open AR / Cash Risk,Medium,C0048,,INV000129,2026-05-23,93462.7,Open amount with dunning level 1; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000068,ATP / Availability Issue,Medium,C0034,P0029,SO000068,2025-11-17,92472.5,ATP status Manual Review for requested date 2025-12-07,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000057,Late Or Short Delivery,High,C0034,P0029,DLV000057,2025-12-03,92472.5,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000085,ATP / Availability Issue,Medium,C0014,P0013,SO000085,2026-01-03,90995.58,ATP status Manual Review for requested date 2026-02-16,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000071,Late Or Short Delivery,High,C0014,P0013,DLV000071,2026-01-29,90995.58,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000021,ATP / Availability Issue,High,C0057,P0032,SO000021,2025-05-30,89224.13,ATP status Shortage for requested date 2025-06-10,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000019,Late Or Short Delivery,High,C0057,P0032,DLV000019,2025-06-30,89224.13,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000194,ATP / Availability Issue,High,C0009,P0009,SO000194,2025-07-18,88560.12,ATP status Shortage for requested date 2025-08-19,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000252,ATP / Availability Issue,High,C0024,P0025,SO000252,2025-11-27,88187.2,ATP status Shortage for requested date 2026-01-06,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000211,Late Or Short Delivery,High,C0024,P0025,DLV000211,2026-01-26,88187.2,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000075,Late Or Short Delivery,High,C0050,P0025,DLV000075,2025-09-11,85635.36,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000040,ATP / Availability Issue,Medium,C0045,P0030,SO000040,2025-07-21,85352.94,ATP status Partial for requested date 2025-08-21,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000034,Late Or Short Delivery,High,C0045,P0030,DLV000034,2025-08-13,85352.94,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000227,ATP / Availability Issue,Medium,C0005,P0003,SO000227,2026-03-05,85024.32,ATP status Manual Review for requested date 2026-04-13,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000190,Late Or Short Delivery,High,C0005,P0003,DLV000190,2026-05-16,85024.32,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000006,Late Or Short Delivery,High,C0055,P0031,DLV000006,2026-04-02,84987.6,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000125,ATP / Availability Issue,Medium,C0028,P0012,SO000125,2025-12-25,84865.76,ATP status Partial for requested date 2026-02-07,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000101,Late Or Short Delivery,High,C0028,P0012,DLV000101,2026-03-06,84865.76,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-CHURN-C0047,Customer Churn Risk,High,C0047,,C0047,2025-09-24,84484.0,Risk score 54; 221 days since last order; late/short=1; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-ATP-SO000219,ATP / Availability Issue,Medium,C0057,P0018,SO000219,2025-07-31,83557.62,ATP status Manual Review for requested date 2025-08-07,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000182,Late Or Short Delivery,High,C0057,P0018,DLV000182,2025-10-19,83557.62,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000132,Late Or Short Delivery,High,C0039,P0006,DLV000132,2026-01-13,83016.18,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000169,ATP / Availability Issue,High,C0017,P0029,SO000169,2026-01-12,82868.79,ATP status Shortage for requested date 2026-03-05,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000139,Late Or Short Delivery,High,C0017,P0029,DLV000139,2026-03-25,82868.79,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000135,ATP / Availability Issue,Medium,C0053,P0007,SO000135,2026-01-27,81014.44,ATP status Manual Review for requested date 2026-03-16,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000110,Late Or Short Delivery,High,C0053,P0007,DLV000110,2026-02-18,81014.44,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000162,ATP / Availability Issue,Medium,C0010,P0004,SO000162,2025-06-05,80562.0,ATP status Partial for requested date 2025-07-21,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000133,Late Or Short Delivery,High,C0010,P0004,DLV000133,2025-06-13,80562.0,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000007,ATP / Availability Issue,Medium,C0034,P0006,SO000007,2026-02-07,80496.96,ATP status Manual Review for requested date 2026-02-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000007,Late Or Short Delivery,High,C0034,P0006,DLV000007,2026-03-19,80496.96,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000141,Late Or Short Delivery,High,C0036,P0032,DLV000141,2026-01-25,79861.29,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000179,Open AR / Cash Risk,High,C0010,,INV000179,2025-11-04,79648.46,Open amount with dunning level 1; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000154,ATP / Availability Issue,Medium,C0011,P0034,SO000154,2026-01-23,73421.0,ATP status Manual Review for requested date 2026-03-12,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000126,Late Or Short Delivery,High,C0011,P0034,DLV000126,2026-02-26,73421.0,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000173,ATP / Availability Issue,Medium,C0054,P0007,SO000173,2026-02-03,73386.17,ATP status Partial for requested date 2026-03-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000143,Late Or Short Delivery,High,C0054,P0007,DLV000143,2026-04-23,73386.17,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000016,ATP / Availability Issue,Medium,C0013,P0036,SO000016,2025-02-17,73352.3,ATP status Manual Review for requested date 2025-03-26,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-BILL-INV000175,Billing Block,High,C0049,,INV000175,2025-11-01,72935.4,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000062,ATP / Availability Issue,High,C0050,P0015,SO000062,2026-02-06,72603.36,ATP status Shortage for requested date 2026-03-10,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000051,Late Or Short Delivery,High,C0050,P0015,DLV000051,2026-04-23,72603.36,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000257,ATP / Availability Issue,High,C0045,P0005,SO000257,2025-02-16,72405.44,ATP status Shortage for requested date 2025-02-26,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000216,Late Or Short Delivery,High,C0045,P0005,DLV000216,2025-03-16,72405.44,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000246,ATP / Availability Issue,Medium,C0011,P0019,SO000246,2025-10-11,72048.42,ATP status Manual Review for requested date 2025-10-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000205,Late Or Short Delivery,High,C0011,P0019,DLV000205,2025-12-03,72048.42,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000020,Late Or Short Delivery,High,C0027,P0019,DLV000020,2025-09-18,71604.52,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000116,ATP / Availability Issue,Medium,C0014,P0009,SO000116,2026-02-14,71534.1,ATP status Partial for requested date 2026-04-02,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000095,Late Or Short Delivery,High,C0014,P0009,DLV000095,2026-04-26,71534.1,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000119,ATP / Availability Issue,High,C0051,P0015,SO000119,2025-11-27,71411.32,ATP status Shortage for requested date 2026-01-26,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000098,Late Or Short Delivery,High,C0051,P0015,DLV000098,2025-12-11,71411.32,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000114,ATP / Availability Issue,Medium,C0025,P0019,SO000114,2025-03-18,71055.78,ATP status Manual Review for requested date 2025-03-30,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000093,Late Or Short Delivery,High,C0025,P0019,DLV000093,2025-04-13,71055.78,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000110,Open AR / Cash Risk,High,C0053,,INV000110,2026-04-22,71034.83,Open amount with dunning level 1; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000197,ATP / Availability Issue,High,C0040,P0009,SO000197,2026-02-09,70935.39,ATP status Shortage for requested date 2026-03-12,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-AR-INV000195,Open AR / Cash Risk,Medium,C0019,,INV000195,2026-05-02,70806.03,Open amount with dunning level 1; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-BILL-INV000205,Billing Block,High,C0011,,INV000205,2025-12-07,70482.15,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000113,ATP / Availability Issue,Medium,C0025,P0028,SO000113,2026-03-14,68870.08,ATP status Partial for requested date 2026-03-31,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000092,Late Or Short Delivery,High,C0025,P0028,DLV000092,2026-04-01,68870.08,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000251,ATP / Availability Issue,Medium,C0048,P0008,SO000251,2025-09-25,68436.5,ATP status Manual Review for requested date 2025-10-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000210,Late Or Short Delivery,High,C0048,P0008,DLV000210,2025-10-18,68436.5,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000052,ATP / Availability Issue,Medium,C0018,P0026,SO000052,2025-06-05,68207.3,ATP status Manual Review for requested date 2025-06-19,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000097,ATP / Availability Issue,Medium,C0048,P0001,SO000097,2025-08-13,67762.5,ATP status Manual Review for requested date 2025-10-08,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000080,Late Or Short Delivery,High,C0048,P0001,DLV000080,2025-10-15,67762.5,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000193,Late Or Short Delivery,High,C0049,P0026,DLV000193,2025-06-07,67719.85,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000033,ATP / Availability Issue,High,C0013,P0031,SO000033,2025-09-03,67685.7,ATP status Shortage for requested date 2025-09-29,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-AR-INV000190,Open AR / Cash Risk,High,C0005,,INV000190,2026-06-18,67031.49,Open amount with dunning level 3; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-OTIF-DLV000177,Late Or Short Delivery,High,C0031,P0023,DLV000177,2025-05-02,66278.19,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000103,Open AR / Cash Risk,High,C0023,,INV000103,2025-07-17,65734.9,Open amount with dunning level 3; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000136,ATP / Availability Issue,Medium,C0023,P0008,SO000136,2026-02-28,65629.12,ATP status Manual Review for requested date 2026-03-26,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000111,Late Or Short Delivery,High,C0023,P0008,DLV000111,2026-04-09,65629.12,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000132,Open AR / Cash Risk,Medium,C0039,,INV000132,2026-03-14,64116.01,Open amount with dunning level 3; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000205,ATP / Availability Issue,Medium,C0053,P0007,SO000205,2025-05-14,64085.86,ATP status Manual Review for requested date 2025-06-16,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000171,Late Or Short Delivery,High,C0053,P0007,DLV000171,2025-06-09,64085.86,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000140,Late Or Short Delivery,High,C0012,P0013,DLV000140,2026-02-08,62712.0,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000103,ATP / Availability Issue,High,C0049,P0033,SO000103,2025-03-30,61300.47,ATP status Shortage for requested date 2025-04-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000085,Late Or Short Delivery,High,C0049,P0033,DLV000085,2025-05-07,61300.47,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000001,ATP / Availability Issue,Medium,C0014,P0033,SO000001,2025-07-06,61072.16,ATP status Partial for requested date 2025-07-31,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000001,Late Or Short Delivery,High,C0014,P0033,DLV000001,2025-09-16,61072.16,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-BILL-INV000111,Billing Block,High,C0023,,INV000111,2026-04-10,60307.84,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-OTIF-DLV000081,Late Or Short Delivery,High,C0046,P0007,DLV000081,2025-04-16,59414.88,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-CHURN-C0038,Customer Churn Risk,Medium,C0038,,C0038,2025-09-04,57948.4,Risk score 47; 241 days since last order; late/short=1; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-OTIF-DLV000180,Late Or Short Delivery,High,C0038,P0009,DLV000180,2025-11-16,57948.4,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000079,Open AR / Cash Risk,High,C0032,,INV000079,2026-02-25,57073.99,Open amount with dunning level 0; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000202,ATP / Availability Issue,Medium,C0040,P0009,SO000202,2025-08-28,56838.76,ATP status Manual Review for requested date 2025-10-06,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000168,Late Or Short Delivery,High,C0040,P0009,DLV000168,2025-09-11,56838.76,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000152,ATP / Availability Issue,Medium,C0005,P0025,SO000152,2026-02-22,56093.5,ATP status Partial for requested date 2026-03-29,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000124,Late Or Short Delivery,High,C0005,P0025,DLV000124,2026-03-16,56093.5,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000024,Late Or Short Delivery,High,C0052,P0008,DLV000024,2025-05-31,55946.96,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000046,Late Or Short Delivery,High,C0013,P0015,DLV000046,2026-04-12,55740.96,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000213,ATP / Availability Issue,High,C0047,P0013,SO000213,2025-03-16,55364.4,ATP status Shortage for requested date 2025-04-18,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-AR-INV000013,Open AR / Cash Risk,Medium,C0029,,INV000013,2026-01-22,55127.94,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000144,ATP / Availability Issue,High,C0002,P0034,SO000144,2025-05-14,54765.5,ATP status Shortage for requested date 2025-06-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000118,Late Or Short Delivery,High,C0002,P0034,DLV000118,2025-06-19,54765.5,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000018,ATP / Availability Issue,Medium,C0050,P0009,SO000018,2025-08-31,54459.65,ATP status Manual Review for requested date 2025-09-20,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000017,Late Or Short Delivery,High,C0050,P0009,DLV000017,2025-10-07,54459.65,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000205,Open AR / Cash Risk,High,C0011,,INV000205,2026-02-05,54148.71,Open amount with dunning level 1; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-OTIF-DLV000137,Late Or Short Delivery,High,C0009,P0001,DLV000137,2025-11-11,53452.79,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000027,ATP / Availability Issue,Medium,C0050,P0019,SO000027,2025-05-27,53352.72,ATP status Partial for requested date 2025-06-05,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000023,Late Or Short Delivery,High,C0050,P0019,DLV000023,2025-07-02,53352.72,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000047,Late Or Short Delivery,High,C0042,P0033,DLV000047,2026-03-25,51744.56,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000125,Late Or Short Delivery,High,C0055,P0023,DLV000125,2026-03-06,50961.96,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000216,ATP / Availability Issue,Medium,C0005,P0022,SO000216,2025-05-29,50731.4,ATP status Partial for requested date 2025-07-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-BILL-INV000001,Billing Block,High,C0014,,INV000001,2025-09-23,50294.72,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000179,ATP / Availability Issue,Medium,C0057,P0017,SO000179,2025-04-21,49956.31,ATP status Manual Review for requested date 2025-06-01,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000020,ATP / Availability Issue,Medium,C0009,P0023,SO000020,2025-07-17,49871.13,ATP status Partial for requested date 2025-08-06,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000018,Late Or Short Delivery,High,C0009,P0023,DLV000018,2025-09-26,49871.13,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000123,ATP / Availability Issue,High,C0036,P0008,SO000123,2025-07-08,49870.5,ATP status Shortage for requested date 2025-08-08,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000099,Late Or Short Delivery,High,C0036,P0008,DLV000099,2025-09-15,49870.5,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000067,ATP / Availability Issue,Medium,C0050,P0028,SO000067,2025-08-23,49110.74,ATP status Partial for requested date 2025-09-24,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000056,Late Or Short Delivery,High,C0050,P0028,DLV000056,2025-09-11,49110.74,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000037,ATP / Availability Issue,Medium,C0005,P0035,SO000037,2025-12-10,48772.68,ATP status Manual Review for requested date 2025-12-20,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000031,Late Or Short Delivery,High,C0005,P0035,DLV000031,2025-12-28,48772.68,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000185,ATP / Availability Issue,High,C0024,P0001,SO000185,2025-02-17,48257.56,ATP status Shortage for requested date 2025-03-06,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
